id_case,country,authority,date,penalty_fee,subjet,subjet_industry,law,summary_law,summary_case,court_file
ETid-1088,FINLAND,Deputy Data Protection Ombudsman,2021-12-26,"5,000",Medical clinic,Health Care,"Art. 5 (1) a) GDPR, Art. 12 (1), (2), (3), (4) GDPR, Art. 13 (1), (2) GDPR, Art. 15 (1), (3) GDPR, Art. 25 GDPR",Insufficient fulfilment of information obligations,"The Finnish DPA has fined a medical clinic EUR 5,000.
A customer of the clinic had complained to the DPA that he had not received access to his medical records from the clinic following a request for information. 

In addition, the clinic failed to adequately inform its clients about the processing of personal data. Specifically, the DPA points out that the clinic did not inform its clients about the extent to which it was acting as a data controller for patient data generated by its activities.",https://tietosuoja.fi/-/laakariklinikalle-seuraamusmaksu-puutteista-rekisteroidyn-oikeuksien-toteutuksessa
ETid-1089,THE NETHERLANDS,Dutch Supervisory Authority for Data Protection (AP),2022-01-14,"525,000",DPG Media Magazines B.V.,"Media, Telecoms and Broadcasting",Art. 12 (2) GDPR,Insufficient fulfilment of data subjects rights,"The Dutch DPA has imposed a fine of EUR 525,000 on DPG Media Magazines B.V.


The DPA had received several complaints regarding the way the controller handled requests from customers. 

Customers who wanted to know what kind of personal data the controller stored, or wanted to have their data deleted, first had to upload or send in proof of identity. 

The DPA determined that sending in proof of identity would not have been necessary for the purpose of processing the request. In addition, the mailing process presented an excessive hurdle for data subjects to exercise their rights.",https://www.autoriteitpersoonsgegevens.nl/sites/default/files/atoms/files/boetebesluit_dpg.pdf
ETid-1090,SPAIN,Spanish Data Protection Authority (aepd),2022-02-23,"1,500",WORLDWIDE CLASSIC CARS NETWORK S.L.,Industry and Commerce,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine of EUR 1,500 on WORLDWIDE CLASSIC CARS NETWORK S.L.. The controller had installed video surveillance cameras which, among other things, also covered parts of the public space. The DPA considered this to be a violation of the principle of data minimization. In addition, the controller did not comply with its duty to properly inform about the CCTV.",https://www.aepd.es/es/documento/ps-00545-2021.pdf
ETid-1091,GERMANY,Data Protection Authority of Sachsen-Anhalt,2020-10-24,200,Private Individual,Individuals and Private Associations,"Art. 5 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,"Original summary: The DPA of Saxony-Anhalt imposed a fine of EUR 200 on a private individual. The controller had taken photos of vehicles and, in some cases, their drivers and emailed them to the city of Magedburg in an unencrypted form as part of reports of violations of the Road Traffic Regulations.",https://twitter.com/einrobert1/status/1320069240494432260?s=21
ETid-1092,CROATIA,Croatian Data Protection Authority (azop),2022-03-08,"124,245",Energy company (name not available at the moment),Transportation and Energy,Art. 15 (3) GDPR,Insufficient fulfilment of data subjects rights,"The fined energy company owns petrol stations and sells fuel to customers. The data subject is a customer who filed a consumer complaint relating to inaccurate measuring and consequently charging of fuelled petrol at one of the petrol stations. The data subject requested a copy of its personal data, i.e. a copy of the video surveillance footage relating to a specific time and area. The energy company justified rejecting the request by: (i) lack of written request by competent authorities to deliver the footage, (ii) lack of justified purpose for the request, and (iii) claiming that providing a copy of the footage would adversely affect rights and freedoms of the station’s personnel and other customers. Following issuance of the DPA’s general opinion to the customer on the obligation of the controllers to provide surveillance footage to the data subjects filmed on such footage, the energy company informed the customer on the inability to provide the footage as the video surveillance footage archives are being erased after seven days. Due to the violation of fundamental rights of the data subject the DPA imposed a fine of HRK 940,000.00. The clarification on the fine amount notes that the DPA has taken into consideration not only the indirect damages to the customer, but also the potential financial gains of the company that has indirectly avoided damages that could have arisen in the course of a consumer dispute and the fact that by deleting the footage, the company has eliminated potentially important evidence.",https://azop.hr/izrecene-upravne-novcane-kazne-u-ukupnom-iznosu-od-1-6-milijuna-kuna/
ETid-1093,CROATIA,Croatian Data Protection Authority (azop),2022-03-08,"89,250",Retail company (name not available at the moment),Industry and Commerce,"Art. 32 (1) b), d) GDPR, Art. 32 (2) GDPR, Art. 32 (4) GDPR",Insufficient technical and organisational measures to ensure information security,"A retail company, i.e. the data controller, reported the breach of personal data to the DPA informing that its employees have recorded video surveillance footage via mobile phone which was unauthorised and contrary to the company’s internal acts and instructions. The recording was made public by leaking to social media and consequently other media outlets. The DPA determined that the data controller did not take adequate actions to prevent its employees from creating the footage. Although the company did undertake certain measures such as adopting internal acts on access to video surveillance footage, educating employees and implementing confidentiality statements, the DPA determined the company did not ensure – neither before nor after the disclosure of the unauthorised footage – appropriate organisational and technical security measures for the purpose of minimising risk of such or similar data breaches. In addition, the data controller did not regularly monitor or inspect efficiency of the technical and organisational measures implemented for the purpose of maintaining confidentiality, integrity and accessibility of personal data. Thus, the DPA imposed a fine of HRK 675,000.00 for the failure to take appropriate technical measures and clarified that this fine should also have general preventive effects and raise awareness among the data controllers and processor on the obligations concerning data processing.",https://azop.hr/izrecene-upravne-novcane-kazne-u-ukupnom-iznosu-od-1-6-milijuna-kuna/
ETid-1094,IRELAND,Data Protection Authority of Ireland,2022-03-15,"17,000,000",Meta Platforms Ireland Limited,"Media, Telecoms and Broadcasting","Art. 5 (2) GDPR, Art. 24 (1) GDPR",Insufficient technical and organisational measures to ensure information security,"The Irish DPA (DPC) has imposed a fine of EUR 17 million on Meta Platforms Ireland Limited (former Facebook Ireland Limited). 

The decision is based on twelve notifications of data breaches that occurred between June 7, 2018 and December 4, 2018. 

The outcome of the DPC's investigation revealed that Meta had violated Article 5 (2) GDPR and Article 24 (1) GDPR. In the course of its investigation, the DPC found that Meta failed to demonstrate that it had taken appropriate technical and organizational measures to protect the data of EU users. 

The fine proceedings involved cross-border data processing, which is why the decision was subject to the co-decision procedure under Art. 60 GDPR involving all other European supervisory authorities as co-decision-makers.  Although two European DPAs objected to the DPC's draft decision, a consensus was ultimately reached. Accordingly, the DPC's decision reflects the collective views of the DPC and the other European DPAs.",https://dataprotection.ie/en/news-media/press-releases/data-protection-commission-announces-decision-meta-facebook-inquiry
ETid-1095,ITALY,Italian Data Protection Authority (Garante),2022-02-10,"10,000",Costampress S.p.A.,Employment,"Art. 5 (1) a) GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,The company had left the e-mail account of the data subject active even after the termination of his employment and did not provide sufficient information about this.,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9751137
ETid-1096,ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-03-10,"2,000",Operatorul Briza Land S.R.L.,Industry and Commerce,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,"The Romanian DPA (ANSPDCP) has fined Operatorul Briza Land S.R.L. EUR 2,000. The controller failed to properly respond to a request for information.",https://www.dataprotection.ro/?page=Comunicat_Presa_10_03_2022_3&lang=ro
ETid-1097,ICELAND,Icelandic data protection authority ('Persónuvernd'),2022-03-08,"7,000",Hörpu tónlistar- og ráðstefnuhúss ohf.,Industry and Commerce,"Art. 5 (1) c) GDPR, Art. 6 GDPR",Non-compliance with general data processing principles,"The Icelandic DPA has fined Hörpu tónlistar- og ráðstefnuhúss ohf. EUR 7,000. 

The DPA had received a complaint regarding the concert hall's collection of ID number and date of birth information as part of an electronic ticket purchase.

The incident occurred prior to the start of the Covid-19 pandemic, when the registration of personal data for contact tracking in the context of event visits was not yet required. 
The DPA concluded that it would not have been necessary to collect the data for issuing a ticket, as it would have been possible to conclude a purchase contract even without this collection. For this reason, the DPA found that the concert hall had violated the principle of data minimization.",https://www.personuvernd.is/urlausnir/sofnun-personuupplysinga-vegna-kaupa-a-adgongumida-a-vidburd-i-horpu-sektarakvordun
